Ward_No,WardName,AC_No,AC_Name,ward_area_km2,TotalPop,SC_Pop,Population_Density_per_km2,SC_Share,LST_mean_2015,LST_mean_2019,LST_mean_2022,LST_p90_2015,LST_p90_2019,LST_p90_2022,LST_change_2015_2019,LST_change_2019_2022,LST_change_2015_2022,NDVI_mean_2015,NDVI_mean_2019,NDVI_mean_2022,NDVI_p90_2015,NDVI_p90_2019,NDVI_p90_2022,NDVI_change_2015_2022,nearest_hospital_dist_km,hospitals_within_2km,hospitals_within_5km,hospital_beds_within_5km,nearest_cooling_center_dist_km,cooling_centers_within_1km,cooling_centers_within_2km,SEC_Total_Population,SEC_SC_Population,Population_Mapping_Coverage,N_PCA_Units,N_Direct_PCA_Units,N_Candidate_Split_Units,N_Manual_Review_Units,Mapping_Status,Provenance,NDVI_2022_mean,NDVI_2022_median,NDVI_2022_p10,NDVI_2022_p90,valid_ndvi_area_km2,NDVI_pct_valid,LST_2015_mean,LST_2015_median,LST_2015_p90,valid_lst_area_2015_km2,LST_2015_pct_valid,LST_2019_mean,LST_2019_median,LST_2019_p90,valid_lst_area_2019_km2,LST_2019_pct_valid,LST_2022_mean,LST_2022_median,LST_2022_p90,valid_lst_area_2022_km2,LST_2022_pct_valid,cooling_centers_temples_1km,cooling_centers_schools_1km,cooling_centers_govt_bldg_1km,LST_diff_2015_2022,NDVI_diff_2015_2022
128,DICHAON KALAN,35,NAJAFGARH,16.095758825632636,44410.0,6199.195482813903,2759.111917685837,0.1395900806758366,50.10596982862949,54.73973892045011,38.82618043403153,53.15652285269232,59.81307800050283,41.09263949891733,4.633769091820618,-15.91355848641858,-11.279789394597962,0.2446991425705146,0.2452542002942551,0.3418185798843016,0.365136058720751,0.3968217668883469,0.5372615260338196,0.097119437313787,22.75,0,0,0,23.21,0,0,71665,10004,0.6196888299727901,4,0,4,0,DIRECT_PLUS_CANDIDATE_SPLITS,2011 Census PCA linked to official 2022 Delhi ward delimitation. Direct PCA units receive full-value transfer. Split PCA units with passing population-share QA receive candidate population-proportional allocation. Unresolved/manual units are explicitly flagged.,0.3418185798843016,0.3223106340771363,0.1775287362462735,0.5372615260338196,16.07240515366737,99.8549079156922,50.10596982862949,49.84158149336373,53.15652285269232,16.07330848147932,99.860520125851,54.73973892045011,54.18546808061318,59.81307800050283,16.07330848147932,99.860520125851,38.82618043403153,39.03247804056622,41.09263949891733,16.07330848147932,99.860520125851,0,0,0,-11.279789394597962,0.097119437313787
129,ROSHAN PURA,35,NAJAFGARH,4.256472290864971,69828.0,9983.274373684802,16405.1343996439,0.1429695018285616,47.90421069597093,50.64039134491583,39.88034485854238,49.46999528223658,52.28353565603739,41.09367164186448,2.736180648944895,-10.760046486373447,-8.023865837428552,0.2183298328552194,0.2367921199242597,0.2320318277037179,0.3642172503835126,0.4241474948048941,0.4082159016731503,0.013701994848498517,20.04,0,0,0,20.79,0,0,69828,10462,1.0,3,0,3,0,DIRECT_PLUS_CANDIDATE_SPLITS,2011 Census PCA linked to official 2022 Delhi ward delimitation. Direct PCA units receive full-value transfer. Split PCA units with passing population-share QA receive candidate population-proportional allocation. Unresolved/manual units are explicitly flagged.,0.2320318277037179,0.1934006055723988,0.1229361398711295,0.4082159016731503,4.250155274730244,99.8515903381238,47.90421069597093,48.40765546809883,49.46999528223658,4.249490113767857,99.83596329025568,50.64039134491583,51.40925225793416,52.28353565603739,4.249490113767857,99.83596329025568,39.88034485854238,40.15612290094277,41.09367164186448,4.249490113767857,99.83596329025568,0,0,0,-8.023865837428552,0.0137019948484985
130,DWARKA-C,36,BIJWASAN,17.179808024629697,45075.0,6528.894176455393,2623.719655969297,0.1448451287067198,48.955515927226855,51.13070733307786,39.60395374609644,52.063829450720384,54.31207785496253,42.21907623335259,2.1751914058510025,-11.52675358698142,-9.351562181130419,0.266415460283968,0.2931624324426531,0.3328274411301776,0.4202177691467209,0.4668487202638791,0.5409251276680547,0.06641198084620958,15.26,0,0,0,16.62,0,0,45075,5926,1.0,2,0,2,0,DIRECT_PLUS_CANDIDATE_SPLITS,2011 Census PCA linked to official 2022 Delhi ward delimitation. Direct PCA units receive full-value transfer. Split PCA units with passing population-share QA receive candidate population-proportional allocation. Unresolved/manual units are explicitly flagged.,0.3328274411301776,0.3221635167977391,0.1424941475771152,0.5409251276680547,17.1544073313017,99.8521479792348,48.955515927226855,49.18726450621145,52.063829450720384,17.154473337629266,99.85253218799586,51.13070733307786,51.43736004062638,54.31207785496253,17.154473337629266,99.85253218799586,39.60395374609644,39.59426002046101,42.21907623335259,17.15447333756823,99.8525321876406,0,0,0,-9.35156218113042,0.0664119808462095
131,BIJWASAN,36,BIJWASAN,12.106552500164751,42081.0,5640.955139206712,3475.886302019286,0.1340499308287995,46.95036209459781,49.541141006306326,39.38285772267271,49.344903558594616,52.15284122390334,41.46978100745461,2.5907789117085187,-10.158283283633615,-7.5675043719250965,0.3359166726609501,0.3568291050601896,0.3879324741738837,0.4589406467885281,0.4980487826815997,0.5412472339020296,0.05201580151293361,12.89,0,0,0,13.41,0,0,47291,7015,0.8898310460764205,2,1,1,0,DIRECT_PLUS_CANDIDATE_SPLITS,2011 Census PCA linked to official 2022 Delhi ward delimitation. Direct PCA units receive full-value transfer. Split PCA units with passing population-share QA receive candidate population-proportional allocation. Unresolved/manual units are explicitly flagged.,0.3879324741738837,0.4080104957767953,0.1816258120141646,0.5412472339020296,12.088929982696415,99.85443818570072,46.95036209459781,47.030914632982814,49.344903558594616,12.08872498896772,99.8527449395954,49.541141006306326,49.59338734446485,52.15284122390334,12.08872498896772,99.8527449395954,39.38285772267271,39.21675411084527,41.46978100745461,12.08872498908979,99.8527449406037,0,0,0,-7.567504371925096,0.0520158015129336
132,KAPASHERA,36,BIJWASAN,2.92749954677318,74073.0,6503.000000000001,25302.480433053028,0.0877917729807082,47.14328387480545,50.43761189661103,40.2053782417342,49.2102838067288,52.71895864030466,42.140449618822174,3.2943280218055837,-10.23223365487683,-6.937905633071246,0.2822932848173901,0.2849325935938758,0.316517645002453,0.4321853358620474,0.4433862934927074,0.5101230116656476,0.03422436018506292,11.09,0,0,0,11.64,0,0,74073,6503,1.0,1,1,0,0,DIRECT_ONLY,2011 Census PCA linked to official 2022 Delhi ward delimitation. Direct PCA units receive full-value transfer. Split PCA units with passing population-share QA receive candidate population-proportional allocation. Unresolved/manual units are explicitly flagged.,0.316517645002453,0.3225996693967211,0.126743314297289,0.5101230116656476,2.922921829555376,99.84363047219426,47.14328387480545,47.594329872096026,49.2102838067288,2.923095438435396,99.84956075082442,50.43761189661103,50.721616702442205,52.71895864030466,2.923095438435396,99.84956075082442,40.2053782417342,40.36028110713721,42.140449618822174,2.923095438435396,99.84956075082442,0,0,0,-6.937905633071246,0.0342243601850629
133,MAHIPALPUR,36,BIJWASAN,18.447378556779768,65162.0,11487.96870249142,3532.3176027117256,0.1762985897070597,50.27348730923469,52.93693309092421,41.22186534602992,52.77979739754012,56.53112736821998,44.032191890643325,2.663445781689518,-11.715067744894284,-9.051621963204767,0.2225504902869063,0.2348102442977165,0.2685242540381156,0.3496856650913993,0.3730863061401174,0.4939467158276353,0.04597376375120929,8.97,0,0,0,9.42,0,0,65162,11490,1.0,4,2,2,0,DIRECT_PLUS_CANDIDATE_SPLITS,2011 Census PCA linked to official 2022 Delhi ward delimitation. Direct PCA units receive full-value transfer. Split PCA units with passing population-share QA receive candidate population-proportional allocation. Unresolved/manual units are explicitly flagged.,0.2685242540381156,0.2402477673185121,0.1035013284883287,0.4939467158276353,18.420084328062504,99.85204277868938,50.27348730923469,50.53038940287351,52.77979739754012,18.42017712708884,99.85254582591666,52.93693309092421,52.78213609350349,56.53112736821998,18.42017712702781,99.8525458255858,41.22186534602992,41.21868030865088,44.032191890643325,18.42017712702781,99.8525458255858,0,0,0,-9.051621963204768,0.0459737637512092
134,RAJ NAGAR,36,BIJWASAN,1.376193435250103,66635.0,10329.89596046275,48419.79208241904,0.1550220748925152,48.70648358185704,50.18509447441677,39.50137144354987,49.2319410600354,50.89443529241159,39.96327893928397,1.478610892559729,-10.6837230308669,-9.205112138307172,0.1391369861031038,0.1460228454149859,0.1494676259190794,0.2194080665433127,0.2409953624821008,0.2648771106085284,0.010330639815975595,10.61,0,0,0,11.73,0,0,55125,7928,1.208798185941043,2,1,1,0,DIRECT_PLUS_CANDIDATE_SPLITS,2011 Census PCA linked to official 2022 Delhi ward delimitation. Direct PCA units receive full-value transfer. Split PCA units with passing population-share QA receive candidate population-proportional allocation. Unresolved/manual units are explicitly flagged.,0.1494676259190794,0.1180764007585649,0.0985874849170092,0.2648771106085284,1.3740992345121483,99.84782657115538,48.70648358185704,48.70383472663436,49.2319410600354,1.3741203035785752,99.8493575380883,50.18509447441677,50.13969979718752,50.89443529241159,1.3741203035785752,99.8493575380883,39.50137144354987,39.47685022235184,39.96327893928397,1.3741203035785752,99.8493575380883,0,0,0,-9.205112138307172,0.0103306398159755
135,PALAM,37,PALAM,2.086507472094141,54900.0,6526.834125276621,26311.911524045085,0.1188858674913774,48.51629737421642,50.285296727275735,39.68766424057543,49.29596042028461,51.29635087383459,40.48568274460904,1.7689993530593142,-10.597632486700306,-8.828633133640992,0.1886208663901612,0.2146975978610255,0.2304096445093433,0.280515900205972,0.3365303071101771,0.3884277430195335,0.04178877811918208,11.2,0,0,0,12.19,0,0,54900,5637,1.0,2,0,2,0,DIRECT_PLUS_CANDIDATE_SPLITS,2011 Census PCA linked to official 2022 Delhi ward delimitation. Direct PCA units receive full-value transfer. Split PCA units with passing population-share QA receive candidate population-proportional allocation. Unresolved/manual units are explicitly flagged.,0.2304096445093433,0.2093787173101606,0.1074691297888191,0.3884277430195335,2.083311662792011,99.84683451438002,48.51629737421642,48.60940843756656,49.29596042028461,2.083219513677858,99.84241808571224,50.285296727275735,50.36049282743589,51.29635087383459,2.083219513677858,99.84241808571224,39.68766424057543,39.765445178766186,40.48568274460904,2.083219513677858,99.84241808571224,0,0,0,-8.828633133640992,0.041788778119182
136,MADHU VIHAR,37,PALAM,1.4876874676059866,67394.0,6642.850438908079,45301.18150988503,0.0985673863980188,48.39339102645888,50.557666958031525,39.47601415572535,49.63875641790474,51.89449529393353,40.55574143374627,2.1642759315726465,-11.081652802306174,-8.917376870733527,0.1419338958547376,0.1625790486268982,0.1690583228218226,0.237253471810869,0.2899608330941078,0.3349981140774538,0.027124426967085002,12.9,0,0,0,13.61,0,0,67394,6236,1.0,2,0,2,0,DIRECT_PLUS_CANDIDATE_SPLITS,2011 Census PCA linked to official 2022 Delhi ward delimitation. Direct PCA units receive full-value transfer. Split PCA units with passing population-share QA receive candidate population-proportional allocation. Unresolved/manual units are explicitly flagged.,0.1690583228218226,0.1139776691131263,0.0908039937641011,0.3349981140774538,1.485715116596297,99.86742168280388,48.39339102645888,48.14182873487829,49.63875641790474,1.485297249999043,99.83933335065394,50.557666958031525,50.390924610354354,51.89449529393353,1.485297249999043,99.83933335065394,39.47601415572535,39.31867087454546,40.55574143374627,1.485297249999043,99.83933335065394,0,0,0,-8.917376870733527,0.027124426967085
137,MAHAVIR ENCLAVE,37,PALAM,1.4963958167897524,67473.0,8119.741012392962,45090.34257042442,0.1203405956811311,48.590568106412334,50.51198698329641,39.56278916674039,49.35986378040135,51.45266930022067,40.491499283342186,1.921418876884076,-10.949197816556024,-9.027778939671947,0.1317209910277791,0.1464143598354378,0.1504293568780674,0.2079845891268159,0.2452610618085753,0.2710974124170648,0.018708365850288317,11.23,0,0,0,11.97,0,0,67473,9134,1.0,1,0,1,0,DIRECT_PLUS_CANDIDATE_SPLITS,2011 Census PCA linked to official 2022 Delhi ward delimitation. Direct PCA units receive full-value transfer. Split PCA units with passing population-share QA receive candidate population-proportional allocation. Unresolved/manual units are explicitly flagged.,0.1504293568780674,0.1151177780663888,0.0918864508036121,0.2710974124170648,1.4941172577457202,99.8477301915398,48.590568106412334,48.5784097971958,49.35986378040135,1.4941008705784218,99.84663508240394,50.51198698329641,50.45235931182086,51.45266930022067,1.4941008705784218,99.84663508240394,39.56278916674039,39.43072832068983,40.491499283342186,1.4941008705784218,99.84663508240394,0,0,0,-9.027778939671949,0.0187083658502883
138,SADH NAGAR,37,PALAM,1.098660087363093,56487.0,5458.73266303136,51414.44624203571,0.0966369724543941,48.03187024845765,50.01952100110928,39.64298979005009,48.66999036200002,50.57748202738065,40.27578120066154,1.987650752651632,-10.376531211059197,-8.388880458407563,0.1329364484455268,0.1419612038078525,0.1448346812233156,0.1960798971090801,0.2298127849937942,0.2471535995951205,0.011898232777788814,9.27,0,0,0,10.18,0,0,56487,5826,1.0,2,1,1,0,DIRECT_PLUS_CANDIDATE_SPLITS,2011 Census PCA linked to official 2022 Delhi ward delimitation. Direct PCA units receive full-value transfer. Split PCA units with passing population-share QA receive candidate population-proportional allocation. Unresolved/manual units are explicitly flagged.,0.1448346812233156,0.1161589329388728,0.100745742547367,0.2471535995951205,1.0969110670012827,99.84080423217992,48.03187024845765,48.01662160323143,48.66999036200002,1.0970010853362442,99.84899769765636,50.01952100110928,50.11154159933305,50.57748202738065,1.0970010853362442,99.84899769765636,39.64298979005009,39.66388024792953,40.27578120066154,1.0970010853362442,99.84899769765636,0,0,0,-8.388880458407563,0.0118982327777888
139,NARAINA,39,RAJINDER NAGAR,2.6475763099183047,80240.0,17177.79827807656,30306.964033258002,0.214080237762669,47.886021385767584,50.70693338281927,39.5862088710863,49.41923565417952,52.47003998057392,40.98239041536648,2.820911997051688,-11.120724511732972,-8.299812514681285,0.2090936470704889,0.2314431801257772,0.2408149358583972,0.3060442454814664,0.3468025572767357,0.3782722133745526,0.03172128878790828,6.67,0,0,0,5.97,0,0,80240,15689,1.0,2,0,2,0,DIRECT_PLUS_CANDIDATE_SPLITS,2011 Census PCA linked to official 2022 Delhi ward delimitation. Direct PCA units receive full-value transfer. Split PCA units with passing population-share QA receive candidate population-proportional allocation. Unresolved/manual units are explicitly flagged.,0.2408149358583972,0.2216282339685221,0.1376227711168352,0.3782722133745526,2.6435228825286265,99.84690045100896,47.886021385767584,47.95543716088336,49.41923565417952,2.643440918983607,99.84380465563144,50.70693338281927,50.842760798990376,52.47003998057392,2.643440918983607,99.84380465563144,39.5862088710863,39.64058835214542,40.98239041536648,2.643440918983607,99.84380465563144,0,0,0,-8.299812514681285,0.0317212887879082
140,INDER PURI,39,RAJINDER NAGAR,6.247977545322881,59603.0,16542.31526594602,9539.566934682358,0.2775416550500145,48.28366825664396,51.51486756706936,39.00163130045075,52.289006214285735,56.27879648115386,40.965928046135126,3.231199310425396,-12.513236266618613,-9.282036956193217,0.2768424843017078,0.2929530051735528,0.3263400500743753,0.4006897584334406,0.4366648025577546,0.4629151759239259,0.04949756577266745,6.0,0,0,0,4.85,0,0,59603,17847,1.0,3,1,2,0,DIRECT_PLUS_CANDIDATE_SPLITS,2011 Census PCA linked to official 2022 Delhi ward delimitation. Direct PCA units receive full-value transfer. Split PCA units with passing population-share QA receive candidate population-proportional allocation. Unresolved/manual units are explicitly flagged.,0.3263400500743753,0.3145891075835411,0.2088101525444076,0.4629151759239259,6.238779730263871,99.8527873221008,48.28366825664396,47.84378172230666,52.289006214285735,6.238879279378014,99.85438062350788,51.51486756706936,50.83996188037694,56.27879648115386,6.238879279378014,99.85438062350788,39.00163130045075,38.84671237157414,40.965928046135126,6.238879279378014,99.85438062350788,0,0,0,-9.282036956193217,0.0494975657726674
141,RAJINDER NAGAR,39,RAJINDER NAGAR,7.83031806872868,62224.0,10235.88645597742,7946.548205812872,0.1645006180248365,46.14103847007177,49.34719292809104,36.80522823045381,48.095676960556034,51.216301992353245,39.21994146495504,3.2061544580192702,-12.541964697637232,-9.335810239617963,0.2874126654361311,0.2998285401185465,0.4477156603419829,0.4040914149693211,0.4277811709137133,0.6467301068031965,0.16030299490585181,4.78,0,0,0,2.79,0,0,62224,10420,1.0,2,1,1,0,DIRECT_PLUS_CANDIDATE_SPLITS,2011 Census PCA linked to official 2022 Delhi ward delimitation. Direct PCA units receive full-value transfer. Split PCA units with passing population-share QA receive candidate population-proportional allocation. Unresolved/manual units are explicitly flagged.,0.4477156603419829,0.4981444855805672,0.169710084063662,0.6467301068031965,7.818955906275362,99.85489526282856,46.14103847007177,46.21861935648655,48.095676960556034,7.818624474227131,99.8506625861311,49.34719292809104,49.53033293555104,51.216301992353245,7.818624474227131,99.8506625861311,36.80522823045381,36.72266873440948,39.21994146495504,7.818624474227131,99.8506625861311,0,0,0,-9.335810239617963,0.1603029949058518
142,DARYAGANJ,41,JANGPURA,12.780509304432952,44956.0,8125.824723673186,3517.54370104851,0.1807506166846068,44.62931332870539,46.76326593003169,38.09357957441679,47.81312284406831,50.17939288736691,40.81304217167954,2.1339526013263,-8.6696863556149,-6.5357337542886,0.3145652644072541,0.3578217881052102,0.361674618250978,0.4668294274413043,0.5292084091266112,0.5487356811309029,0.047109353843723945,1.83,0,0,0,2.02,0,0,44956,8037,1.0,3,0,3,0,DIRECT_PLUS_CANDIDATE_SPLITS,2011 Census PCA linked to official 2022 Delhi ward delimitation. Direct PCA units receive full-value transfer. Split PCA units with passing population-share QA receive candidate population-proportional allocation. Unresolved/manual units are explicitly flagged.,0.361674618250978,0.3691717802001785,0.158099003442475,0.5487356811309029,12.76177818047116,99.85343992547078,44.62931332870539,45.06629371949863,47.81312284406831,12.761723654415349,99.85301329101894,46.76326593003169,47.30768017284175,50.17939288736691,12.761723654415349,99.85301329101894,38.09357957441679,38.43789175962394,40.81304217167954,12.761723654415349,99.85301329101894,0,0,0,-6.5357337542886,0.0471093538437239
143,SIDHARTHA NAGAR,41,JANGPURA,4.078164993974153,52058.0,11836.32338008505,12765.054890353938,0.2273680006931702,44.19452732385008,47.745574651042,38.10666954923822,47.78373832926648,51.819295781795645,40.83956609479839,3.5510473271919167,-9.63890510180378,-6.087857774611862,0.3016031995070475,0.3227632799109709,0.3237729992708889,0.4823567158632794,0.5257428485154982,0.5171648305570655,0.02216979976384137,4.15,0,0,0,3.33,0,0,52058,12208,1.0,3,0,3,0,DIRECT_PLUS_CANDIDATE_SPLITS,2011 Census PCA linked to official 2022 Delhi ward delimitation. Direct PCA units receive full-value transfer. Split PCA units with passing population-share QA receive candidate population-proportional allocation. Unresolved/manual units are explicitly flagged.,0.3237729992708889,0.3143425618829335,0.1427024779399607,0.5171648305570655,4.071994920865408,99.848704671884,44.19452732385008,44.900519103683095,47.78373832926648,4.072059286580164,99.85028297278284,47.745574651042,48.18516661677866,51.819295781795645,4.072059286580164,99.85028297278284,38.10666954923822,38.5919297437941,40.83956609479839,4.072059286580164,99.85028297278284,0,0,0,-6.087857774611862,0.0221697997638413
144,LAJPAT NAGAR,41,JANGPURA,2.2591818203994305,53035.0,6607.85189624176,23475.312841630093,0.1245941717024938,45.57577514070717,47.88686005615183,39.00031301016563,46.76274467154733,49.20578509862289,40.169364112902166,2.31108491544466,-8.886547045986205,-6.5754621305415455,0.2828593917540467,0.3041765528901766,0.3126530244863766,0.4248419019237884,0.4707003319825362,0.4976956671832976,0.029793632732329933,2.03,0,0,0,2.11,0,0,53035,6325,1.0,2,1,1,0,DIRECT_PLUS_CANDIDATE_SPLITS,2011 Census PCA linked to official 2022 Delhi ward delimitation. Direct PCA units receive full-value transfer. Split PCA units with passing population-share QA receive candidate population-proportional allocation. Unresolved/manual units are explicitly flagged.,0.3126530244863766,0.2910183329418664,0.1620655354395084,0.4976956671832976,2.255884137461224,99.8540319814709,45.57577514070717,45.641166754866994,46.76274467154733,2.255702146462833,99.84597636608184,47.88686005615183,47.9866808748727,49.20578509862289,2.255702146462833,99.84597636608184,39.00031301016563,39.17218734495857,40.169364112902166,2.255702146462833,99.84597636608184,0,0,0,-6.5754621305415455,0.0297936327323299
145,ANDREWS GANJ,42,KASTURBA NAGAR,5.106793465485802,66237.0,8929.668767180992,12970.369850995918,0.1348139071392272,45.93403073751134,48.31667265931897,39.29060479078184,47.71844313906632,50.07834194000003,40.76260066266668,2.3826419218076254,-9.026067868537126,-6.643425946729501,0.2798271992077712,0.3098303138995579,0.311555571936814,0.3914651492020811,0.4318781024548647,0.4432817131104813,0.031728372729042775,0.55,0,0,0,0.56,0,0,66237,9643,1.0,3,0,3,0,DIRECT_PLUS_CANDIDATE_SPLITS,2011 Census PCA linked to official 2022 Delhi ward delimitation. Direct PCA units receive full-value transfer. Split PCA units with passing population-share QA receive candidate population-proportional allocation. Unresolved/manual units are explicitly flagged.,0.311555571936814,0.3066127583233314,0.1817589885541827,0.4432817131104813,5.099116139765726,99.84966445633717,45.93403073751134,45.721220884669016,47.71844313906632,5.098949413889691,99.8463996703778,48.31667265931897,48.107149767644415,50.07834194000003,5.098949413889691,99.8463996703778,39.29060479078184,39.17288668884313,40.76260066266668,5.098949413889691,99.8463996703778,0,0,0,-6.643425946729501,0.0317283727290427
146,AMAR COLONY,42,KASTURBA NAGAR,2.813169020704278,56045.0,3781.212135126838,19922.37209620953,0.067467430370717,45.633114929538095,48.08955538592734,39.12528484480087,46.85875575168872,49.48530962339518,40.16801806391536,2.456440456389245,-8.964270541126467,-6.507830084737222,0.252263707172897,0.2782807722128847,0.2813905592140548,0.3679951588676042,0.4169593788387203,0.4313668986297961,0.029126852041157836,1.38,0,0,0,1.92,0,0,56045,2235,1.0,3,0,3,0,DIRECT_PLUS_CANDIDATE_SPLITS,2011 Census PCA linked to official 2022 Delhi ward delimitation. Direct PCA units receive full-value transfer. Split PCA units with passing population-share QA receive candidate population-proportional allocation. Unresolved/manual units are explicitly flagged.,0.2813905592140548,0.2677415651539066,0.1500276181782216,0.4313668986297961,2.8087864531408013,99.84421243333684,45.633114929538095,45.61010758790982,46.85875575168872,2.8086904679680287,99.8408004388187,48.08955538592734,48.0462292146908,49.48530962339518,2.8086904679680287,99.8408004388187,39.12528484480087,39.10865199030187,40.16801806391536,2.8086904679680287,99.8408004388187,0,0,0,-6.507830084737222,0.0291268520411578
147,KOTLA MUBARAKPUR,42,KASTURBA NAGAR,1.8546566713837145,49669.0,10223.04351768739,26780.697886764756,0.2058234214034385,46.15307544201352,48.89577288766608,39.56726407481438,47.35883714581974,50.53343830339137,40.98707894000001,2.74269744565256,-9.328508812851696,-6.585811367199135,0.2164396892117305,0.2418468741829126,0.2426208088847587,0.3504266628227696,0.4004919715233271,0.4272620727849077,0.02618111967302819,1.17,0,0,0,1.42,0,0,49669,11030,1.0,3,0,3,0,DIRECT_PLUS_CANDIDATE_SPLITS,2011 Census PCA linked to official 2022 Delhi ward delimitation. Direct PCA units receive full-value transfer. Split PCA units with passing population-share QA receive candidate population-proportional allocation. Unresolved/manual units are explicitly flagged.,0.2426208088847587,0.2049559642107325,0.1153269141786829,0.4272620727849077,1.8518605024955,99.849235228743,46.15307544201352,46.078852824935055,47.35883714581974,1.8519007998061223,99.85140799264288,48.89577288766608,48.77938865322774,50.53343830339137,1.8519007998061223,99.85140799264288,39.56726407481438,39.54698818073616,40.98707894000001,1.8519007998061223,99.85140799264288,0,0,0,-6.585811367199135,0.0261811196730281
148,HAUZ KHAS,43,MALVIYA NAGAR,5.478704253790899,45509.0,4126.502730837353,8306.52612221417,0.0906744321087554,44.43882938182606,47.15628740253575,37.2237407602538,46.15663166845489,48.90287818191271,39.157351464161096,2.7174580207096923,-9.932546642281956,-7.215088621572264,0.3611542844838996,0.3771649535840546,0.4233734360448567,0.5087514798645358,0.525404891827755,0.6623638641697016,0.06221915156095714,2.37,0,0,0,2.52,0,0,45509,4368,1.0,2,0,2,0,DIRECT_PLUS_CANDIDATE_SPLITS,2011 Census PCA linked to official 2022 Delhi ward delimitation. Direct PCA units receive full-value transfer. Split PCA units with passing population-share QA receive candidate population-proportional allocation. Unresolved/manual units are explicitly flagged.,0.4233734360448567,0.4194273468397897,0.2012905477574942,0.6623638641697016,5.470222303587669,99.84518328038313,44.43882938182606,44.53182927629254,46.15663166845489,5.470236933184694,99.84545030697092,47.15628740253575,47.21765243363222,48.90287818191271,5.470236933184694,99.84545030697092,37.2237407602538,37.59453622779619,39.157351464161096,5.470236933184694,99.84545030697092,0,0,0,-7.215088621572264,0.0622191515609571
149,MALVIYA NAGAR,43,MALVIYA NAGAR,2.7685205935799844,62475.0,5155.332980383415,22566.203821952917,0.0825183350201426,45.32803583503417,48.094048361274375,38.440407965861134,46.450049446722886,49.32887638450036,39.578126784200094,2.7660125262402038,-9.65364039541324,-6.887627869173038,0.2882036702085027,0.3088001521991911,0.324730427790302,0.4267321339997808,0.4550988313553143,0.5016249545927087,0.036526757581799296,1.77,0,0,0,2.41,0,0,62475,5106,1.0,2,1,1,0,DIRECT_PLUS_CANDIDATE_SPLITS,2011 Census PCA linked to official 2022 Delhi ward delimitation. Direct PCA units receive full-value transfer. Split PCA units with passing population-share QA receive candidate population-proportional allocation. Unresolved/manual units are explicitly flagged.,0.324730427790302,0.3106430953761183,0.1660910609369466,0.5016249545927087,2.7641840958445822,99.84336407879869,45.32803583503417,45.42242453066132,46.450049446722886,2.764373240227913,99.85019604471468,48.094048361274375,48.20251776074917,49.32887638450036,2.764373240227913,99.85019604471468,38.440407965861134,38.579589022583576,39.578126784200094,2.764373240227913,99.85019604471468,0,0,0,-6.887627869173038,0.0365267575817992
150,GREEN PARK,43,MALVIYA NAGAR,3.96809178588765,49705.0,4260.164288779232,12526.171944100115,0.0857089686908607,44.00999709110374,46.417478487544926,36.82432597058919,46.21678749262906,48.71709801845331,38.96677386137378,2.4074813964411845,-9.593152516955731,-7.185671120514549,0.3459783649667118,0.3701823333345089,0.4046298727279769,0.5339567552299974,0.5527175035489321,0.6505220577786968,0.0586515077612651,1.66,0,0,0,2.45,0,0,49705,4068,1.0,2,1,1,0,DIRECT_PLUS_CANDIDATE_SPLITS,2011 Census PCA linked to official 2022 Delhi ward delimitation. Direct PCA units receive full-value transfer. Split PCA units with passing population-share QA receive candidate population-proportional allocation. Unresolved/manual units are explicitly flagged.,0.4046298727279769,0.3729857450969779,0.1854943286062337,0.6505220577786968,3.962229782898907,99.8522714870258,44.00999709110374,44.52634508797558,46.21678749262906,3.9621745782662177,99.8508802734232,46.417478487544926,46.97285132331622,48.71709801845331,3.9621745782662177,99.8508802734232,36.82432597058919,37.65470131380695,38.96677386137378,3.9621745782662177,99.8508802734232,0,0,0,-7.185671120514549,0.0586515077612651
151,MUNIRKA,44,R K PURAM,2.7916643745050136,42344.0,5240.0,15168.012454042926,0.1237483468732288,45.79022231394001,48.09317070691338,38.44724395125866,46.8242733577662,49.4546732405682,39.70394207535619,2.302948392973363,-9.645926755654711,-7.34297836268135,0.2870960935380299,0.331239243724194,0.3475363021962681,0.3839551978484398,0.4406238704978067,0.4747545007186369,0.06044020865823818,1.59,0,0,0,4.28,0,0,63604,8935,0.6657442928117728,3,1,0,2,CONTAINS_MANUAL_REVIEW_UNITS,2011 Census PCA linked to official 2022 Delhi ward delimitation. Direct PCA units receive full-value transfer. Split PCA units with passing population-share QA receive candidate population-proportional allocation. Unresolved/manual units are explicitly flagged.,0.3475363021962681,0.3652040541794406,0.1742643245019169,0.4747545007186369,2.7873499929993883,99.84545486395048,45.79022231394001,45.86168034727807,46.8242733577662,2.7873577147930098,99.84573146574012,48.09317070691338,48.01481708333101,49.4546732405682,2.7873577147930098,99.84573146574012,38.44724395125866,38.329065278126464,39.70394207535619,2.7873577147930098,99.84573146574012,0,0,0,-7.34297836268135,0.0604402086582381
